,_id,browser,choice,collection,correct,correct_response,database,datetime,experiment_id,internal_node_id,iteration,key_press,oddity_gender,oddity_identity,oddity_index,oddity_race,oddity_tiltLR,oddity_tiltUD,rt,stimulus,time_elapsed,timed_out,trial_index,trial_number,trial_type,typicals_gender,typicals_identity,typicals_indices,typicals_race,typicals_tiltsLR,typicals_tiltsUD,practice_threshold_met,oddity_meta,typicals_meta,button_pressed,last_trial_type,prediction,choice_category,choice_object,oddity_category,oddity_name,oddity_type,stimulus_response_map,typical_category,typical_indices,typical_name,variation_level,encoding_pair,encoding_type,gender,identity,meta,original_index,original_tiltLR,original_tiltUD,race,response,retrieval_condition,tiltLR,tiltUD,tilt_change,tilt_difference,original_tilt,encoding_accuracy,encoding_avg_rt,encoding_n_trials,experimental_duration,filler_accuracy,filler_avg_rt,filler_n_trials,params,retrieval_accuracy,retrieval_avg_rt,retrieval_n_trials,total_bonus,total_payment,age,gender_other,latinx,session_id,study_id,subject_id,meta_new,meta_old,new_gender,new_identity,new_index,new_race,new_tiltLR,new_tiltUD,old_encoding_pair,old_encoding_type,old_gender,old_identity,old_index,old_original_index,old_original_tiltLR,old_original_tiltUD,old_race,old_tiltLR,old_tiltUD,stimuli
9158,6267078906b19921fe99d462,Chrome,3.0,main_task,1.0,3.0,chris,"4/25/2022, 2:41:45 PM",vqy1ync5e8534kcvchph,0.0-18.0,pilot_prolific_afc,40,woman,111,2.0,black,25L,D,3450.0,"['../stimuli/version1_gray_lm/id027_50R_C.png', '../stimuli/version1_gray_lm/id027_00C_U.png', '../stimuli/version1_gray_lm/id111_25L_D.png']",299230.0,0.0,23.0,8.0,encoding,woman,027,"[0, 1]",black,"['50R', '00C']","['C', 'U']",,"{'muct_id': '405', 'lighting': 'w', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'hair earrings', 'race_common': 'black', 'gender_common': 'woman'}","{'muct_id': '37', 'lighting': 'q', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings', 'race_common': 'black', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626705edcc1ef7741765872d,6266e20a583caa8581feb913,60242bdb4097360ad464addc,,,,,,,,,,,,,,,,,,,,
9159,6267078d06b19921fe99d463,Chrome,1.0,main_task,1.0,1.0,chris,"4/25/2022, 2:41:49 PM",vqy1ync5e8534kcvchph,0.0-20.0,pilot_prolific_afc,37,man,117,0.0,black,25R,C,3054.0,"['../stimuli/version1_gray_lm/id117_25R_C.png', '../stimuli/version1_gray_lm/id004_00C_D.png', '../stimuli/version1_gray_lm/id004_25L_U.png']",303207.0,0.0,25.0,9.0,encoding,man,004,"[1, 2]",black,"['00C', '25L']","['D', 'U']",,"{'muct_id': '417', 'lighting': 'w', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': 'mouth', 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '4', 'lighting': 'q', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '2.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626705edcc1ef7741765872d,6266e20a583caa8581feb913,60242bdb4097360ad464addc,,,,,,,,,,,,,,,,,,,,
9160,6267079206b19921fe99d464,Chrome,3.0,main_task,1.0,3.0,chris,"4/25/2022, 2:41:54 PM",vqy1ync5e8534kcvchph,0.0-22.0,pilot_prolific_afc,40,woman,114,2.0,white,25R,D,3203.0,"['../stimuli/version1_gray_lm/id017_25L_C.png', '../stimuli/version1_gray_lm/id017_00C_U.png', '../stimuli/version1_gray_lm/id114_25R_D.png']",307658.0,0.0,27.0,10.0,encoding,woman,017,"[0, 1]",white,"['25L', '00C']","['C', 'U']",,"{'muct_id': '410', 'lighting': 'w', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'makeup mouth', 'race_common': 'white', 'gender_common': 'woman'}","{'muct_id': '19', 'lighting': 'r', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626705edcc1ef7741765872d,6266e20a583caa8581feb913,60242bdb4097360ad464addc,,,,,,,,,,,,,,,,,,,,
9161,6267079606b19921fe99d465,Chrome,1.0,main_task,1.0,1.0,chris,"4/25/2022, 2:41:58 PM",vqy1ync5e8534kcvchph,0.0-24.0,pilot_prolific_afc,37,woman,109,0.0,white,00C,C,3551.0,"['../stimuli/version1_gray_lm/id109_00C_C.png', '../stimuli/version1_gray_lm/id051_25R_U.png', '../stimuli/version1_gray_lm/id051_50L_D.png']",312005.0,0.0,29.0,11.0,encoding,woman,051,"[1, 2]",white,"['25R', '50L']","['U', 'D']",,"{'muct_id': '401', 'lighting': 'w', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'mouth', 'race_common': 'white', 'gender_common': 'woman'}","{'muct_id': '74', 'lighting': 'q', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626705edcc1ef7741765872d,6266e20a583caa8581feb913,60242bdb4097360ad464addc,,,,,,,,,,,,,,,,,,,,
9162,6267079c06b19921fe99d466,Chrome,2.0,main_task,1.0,2.0,chris,"4/25/2022, 2:42:04 PM",vqy1ync5e8534kcvchph,0.0-26.0,pilot_prolific_afc,39,man,113,1.0,black,00C,D,4976.0,"['../stimuli/version1_gray_lm/id091_25L_C.png', '../stimuli/version1_gray_lm/id113_00C_D.png', '../stimuli/version1_gray_lm/id091_50R_U.png']",317600.0,0.0,31.0,12.0,encoding,man,091,"[0, 2]",black,"['25L', '50R']","['C', 'U']",,"{'muct_id': '407', 'lighting': 'x', 'race_guess': 'u', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '3.0', 'notes': 'beard', 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '260', 'lighting': 't', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '4.0', 'notes': 'beard', 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626705edcc1ef7741765872d,6266e20a583caa8581feb913,60242bdb4097360ad464addc,,,,,,,,,,,,,,,,,,,,
9163,6267079f06b19921fe99d467,Chrome,3.0,main_task,1.0,3.0,chris,"4/25/2022, 2:42:07 PM",vqy1ync5e8534kcvchph,0.0-28.0,pilot_prolific_afc,40,man,115,2.0,white,00C,D,2285.0,"['../stimuli/version1_gray_lm/id094_50L_C.png', '../stimuli/version1_gray_lm/id094_50R_U.png', '../stimuli/version1_gray_lm/id115_00C_D.png']",320679.0,0.0,33.0,13.0,encoding,man,094,"[0, 1]",white,"['50L', '50R']","['C', 'U']",,"{'muct_id': '412', 'lighting': 'x', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}","{'muct_id': '264', 'lighting': 't', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626705edcc1ef7741765872d,6266e20a583caa8581feb913,60242bdb4097360ad464addc,,,,,,,,,,,,,,,,,,,,
9164,626707a406b19921fe99d468,Chrome,3.0,main_task,1.0,3.0,chris,"4/25/2022, 2:42:12 PM",vqy1ync5e8534kcvchph,0.0-30.0,pilot_prolific_afc,40,man,118,2.0,black,50R,D,4163.0,"['../stimuli/version1_gray_lm/id001_25L_U.png', '../stimuli/version1_gray_lm/id001_00C_C.png', '../stimuli/version1_gray_lm/id118_50R_D.png']",325632.0,0.0,35.0,14.0,encoding,man,001,"[0, 1]",black,"['25L', '00C']","['U', 'C']",,"{'muct_id': '419', 'lighting': 'x', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '1', 'lighting': 'q', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626705edcc1ef7741765872d,6266e20a583caa8581feb913,60242bdb4097360ad464addc,,,,,,,,,,,,,,,,,,,,
9165,626707a706b19921fe99d469,Chrome,2.0,main_task,1.0,2.0,chris,"4/25/2022, 2:42:16 PM",vqy1ync5e8534kcvchph,0.0-32.0,pilot_prolific_afc,39,man,119,1.0,black,00C,D,3053.0,"['../stimuli/version1_gray_lm/id097_25L_C.png', '../stimuli/version1_gray_lm/id119_00C_D.png', '../stimuli/version1_gray_lm/id097_50R_U.png']",329382.0,0.0,37.0,15.0,encoding,man,097,"[0, 2]",black,"['25L', '50R']","['C', 'U']",,"{'muct_id': '420', 'lighting': 'w', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '269', 'lighting': 'u', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626705edcc1ef7741765872d,6266e20a583caa8581feb913,60242bdb4097360ad464addc,,,,,,,,,,,,,,,,,,,,
9166,626707ab06b19921fe99d46a,Chrome,1.0,main_task,1.0,1.0,chris,"4/25/2022, 2:42:19 PM",vqy1ync5e8534kcvchph,0.0-34.0,pilot_prolific_afc,37,man,116,0.0,white,00C,C,2936.0,"['../stimuli/version1_gray_lm/id116_00C_C.png', '../stimuli/version1_gray_lm/id156_25L_D.png', '../stimuli/version1_gray_lm/id156_50R_U.png']",333000.0,0.0,39.0,16.0,encoding,man,156,"[1, 2]",white,"['25L', '50R']","['D', 'U']",,"{'muct_id': '414', 'lighting': 'w', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}","{'muct_id': '258', 'lighting': 'u', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '2', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '2', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'hair', 'race_common': 'white', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626705edcc1ef7741765872d,6266e20a583caa8581feb913,60242bdb4097360ad464addc,,,,,,,,,,,,,,,,,,,,
9167,626707af06b19921fe99d46b,Chrome,1.0,main_task,1.0,1.0,chris,"4/25/2022, 2:42:23 PM",vqy1ync5e8534kcvchph,0.0-36.0,pilot_prolific_afc,37,woman,123,0.0,white,25L,D,3015.0,"['../stimuli/version1_gray_lm/id123_25L_D.png', '../stimuli/version1_gray_lm/id084_25R_U.png', '../stimuli/version1_gray_lm/id084_00C_C.png']",336636.0,0.0,41.0,17.0,encoding,woman,084,"[1, 2]",white,"['25R', '00C']","['U', 'C']",,"{'muct_id': '76', 'lighting': 'q', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '2', 'quality_eyes': '2', 'quality_mouth': '3', 'quality_ears': '2', 'quality_hair': '2', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'hair', 'race_common': 'white', 'gender_common': 'woman'}","{'muct_id': '248', 'lighting': 'u', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626705edcc1ef7741765872d,6266e20a583caa8581feb913,60242bdb4097360ad464addc,,,,,,,,,,,,,,,,,,,,
