,_id,browser,choice,collection,correct,correct_response,database,datetime,experiment_id,internal_node_id,iteration,key_press,oddity_gender,oddity_identity,oddity_index,oddity_race,oddity_tiltLR,oddity_tiltUD,rt,stimulus,time_elapsed,timed_out,trial_index,trial_number,trial_type,typicals_gender,typicals_identity,typicals_indices,typicals_race,typicals_tiltsLR,typicals_tiltsUD,practice_threshold_met,oddity_meta,typicals_meta,button_pressed,last_trial_type,prediction,choice_category,choice_object,oddity_category,oddity_name,oddity_type,stimulus_response_map,typical_category,typical_indices,typical_name,variation_level,encoding_pair,encoding_type,gender,identity,meta,original_index,original_tiltLR,original_tiltUD,race,response,retrieval_condition,tiltLR,tiltUD,tilt_change,tilt_difference,original_tilt,encoding_accuracy,encoding_avg_rt,encoding_n_trials,experimental_duration,filler_accuracy,filler_avg_rt,filler_n_trials,params,retrieval_accuracy,retrieval_avg_rt,retrieval_n_trials,total_bonus,total_payment,age,gender_other,latinx,session_id,study_id,subject_id,meta_new,meta_old,new_gender,new_identity,new_index,new_race,new_tiltLR,new_tiltUD,old_encoding_pair,old_encoding_type,old_gender,old_identity,old_index,old_original_index,old_original_tiltLR,old_original_tiltUD,old_race,old_tiltLR,old_tiltUD,stimuli
8221,6266e51c06b19921fe99d0b9,Chrome,1.0,main_task,1.0,1.0,chris,"4/25/2022, 11:14:52 AM",5a1s60o6zgtxfmr92myb,0.0-16.0,pilot_prolific_20_trials,37,woman,111,0.0,black,50R,D,2304.0,"['../stimuli/version1_gray_lm/id111_50R_D.png', '../stimuli/version1_gray_lm/id005_50L_C.png', '../stimuli/version1_gray_lm/id005_00C_U.png']",86779.0,0.0,23.0,7.0,encoding,woman,005,"[1, 2]",black,"['50L', '00C']","['C', 'U']",,"{'muct_id': '405', 'lighting': 'w', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'hair earrings', 'race_common': 'black', 'gender_common': 'woman'}","{'muct_id': '5', 'lighting': 'q', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'hat', 'race_common': 'black', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266e4b905dee01448e38f74,6266e20a583caa8581feb913,5dda51f040460e9a0f5f6a70,,,,,,,,,,,,,,,,,,,,
8222,6266e52106b19921fe99d0ba,Chrome,2.0,main_task,1.0,2.0,chris,"4/25/2022, 11:14:57 AM",5a1s60o6zgtxfmr92myb,0.0-18.0,pilot_prolific_20_trials,39,man,104,1.0,white,50L,C,4050.0,"['../stimuli/version1_gray_lm/id074_25R_D.png', '../stimuli/version1_gray_lm/id104_50L_C.png', '../stimuli/version1_gray_lm/id074_00C_U.png']",91506.0,0.0,25.0,8.0,encoding,man,074,"[0, 2]",white,"['25R', '00C']","['D', 'U']",,"{'muct_id': '287', 'lighting': 't', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '2.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}","{'muct_id': '229', 'lighting': 't', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '2.0', 'notes': 'mouth', 'race_common': 'white', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266e4b905dee01448e38f74,6266e20a583caa8581feb913,5dda51f040460e9a0f5f6a70,,,,,,,,,,,,,,,,,,,,
8223,6266e52d06b19921fe99d0bb,Chrome,1.0,main_task,1.0,1.0,chris,"4/25/2022, 11:15:09 AM",5a1s60o6zgtxfmr92myb,0.0-26.0,pilot_prolific_20_trials,37,man,117,0.0,black,00C,D,2596.0,"['../stimuli/version1_gray_lm/id117_00C_D.png', '../stimuli/version1_gray_lm/id065_50R_C.png', '../stimuli/version1_gray_lm/id065_50L_U.png']",103533.0,0.0,33.0,12.0,encoding,man,065,"[1, 2]",black,"['50R', '50L']","['C', 'U']",,"{'muct_id': '417', 'lighting': 'w', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': 'mouth', 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '206', 'lighting': 't', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266e4b905dee01448e38f74,6266e20a583caa8581feb913,5dda51f040460e9a0f5f6a70,,,,,,,,,,,,,,,,,,,,
8224,6266e52f06b19921fe99d0bc,Chrome,1.0,main_task,1.0,1.0,chris,"4/25/2022, 11:15:11 AM",5a1s60o6zgtxfmr92myb,0.0-28.0,pilot_prolific_20_trials,37,man,119,0.0,black,00C,U,1993.0,"['../stimuli/version1_gray_lm/id119_00C_U.png', '../stimuli/version1_gray_lm/id137_25R_D.png', '../stimuli/version1_gray_lm/id137_50L_C.png']",105833.0,0.0,35.0,13.0,encoding,man,137,"[1, 2]",black,"['25R', '50L']","['D', 'C']",,"{'muct_id': '420', 'lighting': 'w', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '617', 'lighting': 'y', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'mouth', 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266e4b905dee01448e38f74,6266e20a583caa8581feb913,5dda51f040460e9a0f5f6a70,,,,,,,,,,,,,,,,,,,,
8225,6266e53406b19921fe99d0bd,Chrome,2.0,main_task,0.0,3.0,chris,"4/25/2022, 11:15:16 AM",5a1s60o6zgtxfmr92myb,0.0-30.0,pilot_prolific_20_trials,39,man,115,2.0,white,50R,U,4367.0,"['../stimuli/version1_gray_lm/id145_00C_D.png', '../stimuli/version1_gray_lm/id145_25L_C.png', '../stimuli/version1_gray_lm/id115_50R_U.png']",110577.0,0.0,37.0,14.0,encoding,man,145,"[0, 1]",white,"['00C', '25L']","['D', 'C']",,"{'muct_id': '412', 'lighting': 'x', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}","{'muct_id': '230', 'lighting': 'u', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'hair', 'race_common': 'white', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266e4b905dee01448e38f74,6266e20a583caa8581feb913,5dda51f040460e9a0f5f6a70,,,,,,,,,,,,,,,,,,,,
8226,6266e53706b19921fe99d0be,Chrome,3.0,main_task,1.0,3.0,chris,"4/25/2022, 2:15:19 PM",1w1a8rs9z42fbg7elbu2,0.0-2.0-0.0,pilot_prolific_20_trials,40,woman,108,2.0,latinx,00C,D,3719.0,"['../stimuli/version1_gray_lm/id107_25L_U.png', '../stimuli/version1_gray_lm/id107_50R_C.png', '../stimuli/version1_gray_lm/id108_00C_D.png']",68932.0,0.0,2.0,1.0,encoding_practice,man,107,"[0, 1]",latinx,"['25L', '50R']","['U', 'C']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266e4e12ce4af34166e297d,6266e20a583caa8581feb914,58e65be75661210001dba206,,,,,,,,,,,,,,,,,,,,
8227,6266e53906b19921fe99d0bf,Chrome,1.0,main_task,1.0,1.0,chris,"4/25/2022, 11:15:20 AM",5a1s60o6zgtxfmr92myb,0.0-32.0,pilot_prolific_20_trials,37,man,116,0.0,white,25L,D,4220.0,"['../stimuli/version1_gray_lm/id116_25L_D.png', '../stimuli/version1_gray_lm/id092_25R_U.png', '../stimuli/version1_gray_lm/id092_00C_C.png']",115144.0,0.0,39.0,15.0,encoding,man,092,"[1, 2]",white,"['25R', '00C']","['U', 'C']",,"{'muct_id': '414', 'lighting': 'w', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}","{'muct_id': '261', 'lighting': 'v', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '2', 'quality_eyes': '2', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266e4b905dee01448e38f74,6266e20a583caa8581feb913,5dda51f040460e9a0f5f6a70,,,,,,,,,,,,,,,,,,,,
8228,6266e53c06b19921fe99d0c0,Chrome,1.0,main_task,1.0,1.0,chris,"4/25/2022, 11:15:24 AM",5a1s60o6zgtxfmr92myb,0.0-34.0,pilot_prolific_20_trials,37,man,118,0.0,black,00C,C,3057.0,"['../stimuli/version1_gray_lm/id118_00C_C.png', '../stimuli/version1_gray_lm/id001_50R_U.png', '../stimuli/version1_gray_lm/id001_25L_D.png']",118661.0,0.0,41.0,16.0,encoding,man,001,"[1, 2]",black,"['50R', '25L']","['U', 'D']",,"{'muct_id': '419', 'lighting': 'x', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '1', 'lighting': 'q', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266e4b905dee01448e38f74,6266e20a583caa8581feb913,5dda51f040460e9a0f5f6a70,,,,,,,,,,,,,,,,,,,,
8229,6266e53e06b19921fe99d0c1,Chrome,1.0,main_task,1.0,1.0,chris,"4/25/2022, 2:15:26 PM",1w1a8rs9z42fbg7elbu2,0.0-2.1-0.1,pilot_prolific_20_trials,37,woman,106,0.0,latinx,00C,C,3961.0,"['../stimuli/version1_gray_lm/id106_00C_C.png', '../stimuli/version1_gray_lm/id108_50R_U.png', '../stimuli/version1_gray_lm/id108_50L_D.png']",75999.0,0.0,4.0,2.0,encoding_practice,woman,108,"[1, 2]",latinx,"['50R', '50L']","['U', 'D']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266e4e12ce4af34166e297d,6266e20a583caa8581feb914,58e65be75661210001dba206,,,,,,,,,,,,,,,,,,,,
8230,6266e54006b19921fe99d0c2,Chrome,2.0,main_task,1.0,2.0,chris,"4/25/2022, 11:15:27 AM",5a1s60o6zgtxfmr92myb,0.0-36.0,pilot_prolific_20_trials,39,woman,120,1.0,black,00C,C,2979.0,"['../stimuli/version1_gray_lm/id059_25L_U.png', '../stimuli/version1_gray_lm/id120_00C_C.png', '../stimuli/version1_gray_lm/id059_50R_D.png']",122161.0,0.0,43.0,17.0,encoding,woman,059,"[0, 2]",black,"['25L', '50R']","['U', 'D']",,"{'muct_id': '421', 'lighting': 'x', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'black', 'gender_common': 'woman'}","{'muct_id': '86', 'lighting': 'q', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings', 'race_common': 'black', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266e4b905dee01448e38f74,6266e20a583caa8581feb913,5dda51f040460e9a0f5f6a70,,,,,,,,,,,,,,,,,,,,
8231,6266e54106b19921fe99d0c3,Chrome,1.0,main_task,1.0,1.0,chris,"4/25/2022, 2:15:29 PM",1w1a8rs9z42fbg7elbu2,0.0-2.2-0.2,pilot_prolific_20_trials,37,woman,106,0.0,latinx,25R,D,2256.0,"['../stimuli/version1_gray_lm/id106_25R_D.png', '../stimuli/version1_gray_lm/id107_00C_C.png', '../stimuli/version1_gray_lm/id107_25L_U.png']",79350.0,0.0,6.0,3.0,encoding_practice,man,107,"[1, 2]",latinx,"['00C', '25L']","['C', 'U']",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6266e4e12ce4af34166e297d,6266e20a583caa8581feb914,58e65be75661210001dba206,,,,,,,,,,,,,,,,,,,,
