,_id,browser,choice,collection,correct,correct_response,database,datetime,experiment_id,internal_node_id,iteration,key_press,oddity_gender,oddity_identity,oddity_index,oddity_mb,oddity_race,oddity_tiltLR,oddity_tiltUD,rt,stimulus,time_elapsed,timed_out,trial_index,trial_number,trial_type,typicals_gender,typicals_identity,typicals_indices,typicals_mb,typicals_race,typicals_tiltsLR,typicals_tiltsUD,practice_threshold_met,oddity_meta,typicals_meta,button_pressed,last_trial_type,prediction,choice_category,choice_object,oddity_category,oddity_name,oddity_type,stimulus_response_map,typical_category,typical_indices,typical_name,variation_level,meta_new,meta_old,new_gender,new_identity,new_index,new_mb,new_race,new_tiltLR,new_tiltUD,old_encoding_pair,old_encoding_type,old_gender,old_identity,old_index,old_mb,old_original_index,old_original_tiltLR,old_original_tiltUD,old_race,old_tiltLR,old_tiltUD,response,stimuli,tilt_change,tilt_difference,encoding_accuracy,encoding_avg_rt,encoding_n_trials,experimental_duration,filler_accuracy,filler_avg_rt,filler_n_trials,params,retrieval_accuracy,retrieval_avg_rt,retrieval_n_trials,total_bonus,total_payment,age,gender,gender_other,latinx,race,session_id,study_id,subject_id,slider_start
10,627597451a371c538416d1de,Chrome,1.0,main_task_2,1.0,1.0,chris,"5/6/2022, 2:46:45 PM",cwrleqd2sft9acsfwuho,0.0-18.0,pilot_sona_afc2,37.0,woman,141,0.0,0.7728375792503357,white,50L,U,2807.0,"['../stimuli/version1_gray_lm/id141_50L_U.png', '../stimuli/version1_gray_lm/id031_50R_D.png', '../stimuli/version1_gray_lm/id031_00C_C.png']",69458.0,0.0,23.0,8.0,encoding,woman,031,"[1, 2]","[0.7973371744155884, 0.8678648471832275]",white,"['50R', '00C']","['D', 'C']",,"{'muct_id': '77', 'lighting': 's', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'woman'}","{'muct_id': '42', 'lighting': 'q', 'race_guess': 'u', 'gender_guess': 'w', 'quality': '2', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '2', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'mouth', 'race_common': 'white', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,627597471a371c538416d1df,Chrome,3.0,main_task_2,1.0,3.0,chris,"5/6/2022, 2:46:47 PM",cwrleqd2sft9acsfwuho,0.0-20.0,pilot_sona_afc2,40.0,woman,029,2.0,0.8426966667175293,white,25R,U,1799.0,"['../stimuli/version1_gray_lm/id101_00C_D.png', '../stimuli/version1_gray_lm/id101_25L_C.png', '../stimuli/version1_gray_lm/id029_25R_U.png']",71555.0,0.0,25.0,9.0,encoding,woman,101,"[0, 1]","[0.8530598878860474, 0.8769526481628418]",white,"['00C', '25L']","['D', 'C']",,"{'muct_id': '39', 'lighting': 'r', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings hair', 'race_common': 'white', 'gender_common': 'woman'}","{'muct_id': '281', 'lighting': 't', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,6275974c1a371c538416d1e0,Chrome,1.0,main_task_2,1.0,1.0,chris,"5/6/2022, 2:46:51 PM",cwrleqd2sft9acsfwuho,0.0-22.0,pilot_sona_afc2,37.0,man,001,0.0,0.8297335505485535,black,50L,C,3726.0,"['../stimuli/version1_gray_lm/id001_50L_C.png', '../stimuli/version1_gray_lm/id107_50R_U.png', '../stimuli/version1_gray_lm/id107_00C_D.png']",75878.0,0.0,27.0,10.0,encoding,man,107,"[1, 2]","[0.815606415271759, 0.8626779317855835]",black,"['50R', '00C']","['U', 'D']",,"{'muct_id': '1', 'lighting': 'q', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '297', 'lighting': 't', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '4.0', 'notes': 'beard', 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,6275974f1a371c538416d1e1,Chrome,3.0,main_task_2,0.0,1.0,chris,"5/6/2022, 2:46:54 PM",cwrleqd2sft9acsfwuho,0.0-24.0,pilot_sona_afc2,40.0,man,098,0.0,0.7912300825119019,black,50L,U,2595.0,"['../stimuli/version1_gray_lm/id098_50L_U.png', '../stimuli/version1_gray_lm/id057_00C_C.png', '../stimuli/version1_gray_lm/id057_25R_D.png']",78928.0,0.0,29.0,11.0,encoding,man,057,"[1, 2]","[0.884845495223999, 0.8223825693130493]",black,"['00C', '25R']","['C', 'D']",,"{'muct_id': '274', 'lighting': 't', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '4.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '83', 'lighting': 'r', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '3.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,627597531a371c538416d1e2,Chrome,3.0,main_task_2,1.0,3.0,chris,"5/6/2022, 2:46:58 PM",cwrleqd2sft9acsfwuho,0.0-26.0,pilot_sona_afc2,40.0,woman,017,2.0,0.7348342537879944,white,50L,U,3815.0,"['../stimuli/version1_gray_lm/id088_00C_C.png', '../stimuli/version1_gray_lm/id088_50R_D.png', '../stimuli/version1_gray_lm/id017_50L_U.png']",83154.0,0.0,31.0,12.0,encoding,woman,088,"[0, 1]","[0.8383283019065857, 0.8244401812553406]",white,"['00C', '50R']","['C', 'D']",,"{'muct_id': '19', 'lighting': 'r', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'woman'}","{'muct_id': '252', 'lighting': 't', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'hair', 'race_common': 'white', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,627597581a371c538416d1e3,Chrome,1.0,main_task_2,1.0,1.0,chris,"5/6/2022, 2:47:03 PM",cwrleqd2sft9acsfwuho,0.0-28.0,pilot_sona_afc2,37.0,woman,054,0.0,0.7908950448036194,white,25L,U,3915.0,"['../stimuli/version1_gray_lm/id054_25L_U.png', '../stimuli/version1_gray_lm/id102_25R_C.png', '../stimuli/version1_gray_lm/id102_00C_D.png']",87720.0,0.0,33.0,13.0,encoding,woman,102,"[1, 2]","[0.8107014298439026, 0.8271998167037964]",white,"['25R', '00C']","['C', 'D']",,"{'muct_id': '80', 'lighting': 's', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings', 'race_common': 'white', 'gender_common': 'woman'}","{'muct_id': '283', 'lighting': 't', 'race_guess': 'i', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'pottu', 'race_common': 'white', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,6275975c1a371c538416d1e4,Chrome,2.0,main_task_2,1.0,2.0,chris,"5/6/2022, 2:47:07 PM",cwrleqd2sft9acsfwuho,0.0-30.0,pilot_sona_afc2,39.0,man,118,1.0,0.850471019744873,black,00C,C,4322.0,"['../stimuli/version1_gray_lm/id065_50R_U.png', '../stimuli/version1_gray_lm/id118_00C_C.png', '../stimuli/version1_gray_lm/id065_25L_D.png']",92381.0,0.0,35.0,14.0,encoding,man,065,"[0, 2]","[0.8685653805732727, 0.8453065156936646]",black,"['50R', '25L']","['U', 'D']",,"{'muct_id': '419', 'lighting': 'x', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '206', 'lighting': 't', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,627597621a371c538416d1e5,Chrome,3.0,main_task_2,0.0,2.0,chris,"5/6/2022, 2:47:13 PM",cwrleqd2sft9acsfwuho,0.0-32.0,pilot_sona_afc2,40.0,woman,136,1.0,0.8299121856689453,black,00C,U,4831.0,"['../stimuli/version1_gray_lm/id027_50L_C.png', '../stimuli/version1_gray_lm/id136_00C_U.png', '../stimuli/version1_gray_lm/id027_50R_D.png']",97642.0,0.0,37.0,15.0,encoding,woman,027,"[0, 2]","[0.8284944891929626, 0.8450204730033875]",black,"['50L', '50R']","['C', 'D']",,"{'muct_id': '616', 'lighting': 'y', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings', 'race_common': 'black', 'gender_common': 'woman'}","{'muct_id': '37', 'lighting': 'q', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings', 'race_common': 'black', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,627597681a371c538416d1e6,Chrome,1.0,main_task_2,1.0,1.0,chris,"5/6/2022, 2:47:20 PM",cwrleqd2sft9acsfwuho,0.0-34.0,pilot_sona_afc2,37.0,woman,013,0.0,0.7987657785415649,white,50L,U,5811.0,"['../stimuli/version1_gray_lm/id013_50L_U.png', '../stimuli/version1_gray_lm/id042_00C_D.png', '../stimuli/version1_gray_lm/id042_25R_C.png']",104532.0,0.0,39.0,16.0,encoding,woman,042,"[1, 2]","[0.8566591739654541, 0.8282589316368103]",white,"['00C', '25R']","['D', 'C']",,"{'muct_id': '14', 'lighting': 'q', 'race_guess': 'w', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'woman'}","{'muct_id': '57', 'lighting': 'r', 'race_guess': 'b', 'gender_guess': 'w', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': 'earrings', 'race_common': 'white', 'gender_common': 'woman'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,6275976d1a371c538416d1e7,Chrome,2.0,main_task_2,0.0,3.0,chris,"5/6/2022, 2:47:25 PM",cwrleqd2sft9acsfwuho,0.0-36.0,pilot_sona_afc2,39.0,man,041,2.0,0.8221980333328247,white,50L,C,4579.0,"['../stimuli/version1_gray_lm/id039_50R_U.png', '../stimuli/version1_gray_lm/id039_00C_D.png', '../stimuli/version1_gray_lm/id041_50L_C.png']",109608.0,0.0,41.0,17.0,encoding,man,039,"[0, 1]","[0.8241355419158936, 0.8948837518692017]",white,"['50R', '00C']","['U', 'D']",,"{'muct_id': '56', 'lighting': 'q', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}","{'muct_id': '52', 'lighting': 'q', 'race_guess': 'w', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '0.0', 'notes': None, 'race_common': 'white', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,627597711a371c538416d1e8,Chrome,3.0,main_task_2,1.0,3.0,chris,"5/6/2022, 2:47:28 PM",cwrleqd2sft9acsfwuho,0.0-38.0,pilot_sona_afc2,40.0,man,086,2.0,0.7829839587211609,black,25R,U,2652.0,"['../stimuli/version1_gray_lm/id064_25L_C.png', '../stimuli/version1_gray_lm/id064_00C_D.png', '../stimuli/version1_gray_lm/id086_25R_U.png']",112742.0,0.0,43.0,18.0,encoding,man,064,"[0, 1]","[0.8300010561943054, 0.8627574443817139]",black,"['25L', '00C']","['C', 'D']",,"{'muct_id': '250', 'lighting': 't', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}","{'muct_id': '204', 'lighting': 't', 'race_guess': 'b', 'gender_guess': 'm', 'quality': '3', 'quality_eyes': '3', 'quality_mouth': '3', 'quality_ears': '3', 'quality_hair': '3', 'quality_neck': '3', 'facial_hair': '1.0', 'notes': None, 'race_common': 'black', 'gender_common': 'man'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
