,_id,rt,stimulus,response,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,last_trial_type,experiment_id,datetime,browser,collection,database,iteration,choice,choice_category,choice_object,correct,correct_response,key_press,oddity_category,oddity_index,oddity_name,oddity_type,timed_out,trial_number,typical_category,typical_indices,typical_name,variation_level,meta_new,meta_old,new_gender,new_identity,new_index,new_mb,new_race,new_tiltLR,new_tiltUD,old_gender,old_identity,old_index,old_mb,old_original_index,old_original_tiltLR,old_original_tiltUD,old_race,old_tiltLR,old_tiltUD,slider_start,stimuli,tilt_change,tilt_difference,experimental_duration,filler_accuracy,filler_avg_rt,filler_n_trials,params,retrieval_accuracy,retrieval_avg_rt,retrieval_n_trials,total_bonus,total_payment,age,gender,gender_other,latinx,race
671,6345f5769cb434415f3c2160,1279,"['../stimuli/objectome/166.jpeg', '../stimuli/objectome/233.jpeg', '../stimuli/objectome/164.jpeg']",,filler,106,344540,0.0-103.0,60b086e07a56549b8b182f8a,633e47989d9c0ed6dfbfb57b,6345f36c759c3428cbeb2db2,,av7e29z4b64zkazn9kml,"10/11/2022, 4:00:06 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,chairs,_033,True,2.0,arrowright,chairs,233.0,_033,within,False,11.0,chairs,"[166, 164]",_004,V0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,6345f5789cb434415f3c2161,1575,"['../stimuli/objectome/2139.jpeg', '../stimuli/objectome/1230.jpeg', '../stimuli/objectome/1233.jpeg']",,filler,108,346716,0.0-105.0,60b086e07a56549b8b182f8a,633e47989d9c0ed6dfbfb57b,6345f36c759c3428cbeb2db2,,av7e29z4b64zkazn9kml,"10/11/2022, 4:00:08 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,1.0,animals,blCow,True,1.0,arrowleft,animals,2139.0,blCow,within,False,12.0,animals,"[1230, 1233]",TURTLE_L,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,6345f57a9cb434415f3c2162,1279,"['../stimuli/objectome/2787.jpeg', '../stimuli/objectome/2788.jpeg', '../stimuli/objectome/1222.jpeg']",,filler,110,348572,0.0-107.0,60b086e07a56549b8b182f8a,633e47989d9c0ed6dfbfb57b,6345f36c759c3428cbeb2db2,,av7e29z4b64zkazn9kml,"10/11/2022, 4:00:10 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,3.0,animals,TURTLE_L,True,3.0,arrowdown,animals,1222.0,TURTLE_L,within,False,13.0,animals,"[2787, 2788]",hedgehog,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,6345f57d9cb434415f3c2163,1783,"['../stimuli/objectome/2092.jpeg', '../stimuli/objectome/2130.jpeg', '../stimuli/objectome/2122.jpeg']",,filler,112,350956,0.0-109.0,60b086e07a56549b8b182f8a,633e47989d9c0ed6dfbfb57b,6345f36c759c3428cbeb2db2,,av7e29z4b64zkazn9kml,"10/11/2022, 4:00:13 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,1.0,animals,bear,True,1.0,arrowleft,animals,2092.0,bear,within,False,14.0,animals,"[2130, 2122]",blCow,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,6345f57f9cb434415f3c2164,1519,"['../stimuli/objectome/1584.jpeg', '../stimuli/objectome/1340.jpeg', '../stimuli/objectome/1592.jpeg']",,filler,114,353460,0.0-111.0,60b086e07a56549b8b182f8a,633e47989d9c0ed6dfbfb57b,6345f36c759c3428cbeb2db2,,av7e29z4b64zkazn9kml,"10/11/2022, 4:00:15 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,chairs,_008,True,2.0,arrowright,chairs,1340.0,_008,within,False,15.0,chairs,"[1584, 1592]",_033,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,6345f5829cb434415f3c2165,1495,"['../stimuli/objectome/1302.jpeg', '../stimuli/objectome/1531.jpeg', '../stimuli/objectome/1280.jpeg']",,filler,116,356220,0.0-113.0,60b086e07a56549b8b182f8a,633e47989d9c0ed6dfbfb57b,6345f36c759c3428cbeb2db2,,av7e29z4b64zkazn9kml,"10/11/2022, 4:00:18 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,chairs,_031,True,2.0,arrowright,chairs,1531.0,_031,within,False,16.0,chairs,"[1302, 1280]",_004,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,6345f5849cb434415f3c2166,1905,"['../stimuli/objectome/895.jpeg', '../stimuli/objectome/969.jpeg', '../stimuli/objectome/892.jpeg']",,filler,85,240214,0.0-85.0-0.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:00:20 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,animals,LIONESS,True,2.0,arrowright,animals,969.0,LIONESS,within,False,1.0,animals,"[895, 892]",ELEPHANT_M,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,6345f5859cb434415f3c2167,2775,"['../stimuli/objectome/951.jpeg', '../stimuli/objectome/2110.jpeg', '../stimuli/objectome/2100.jpeg']",,filler,118,359604,0.0-115.0,60b086e07a56549b8b182f8a,633e47989d9c0ed6dfbfb57b,6345f36c759c3428cbeb2db2,,av7e29z4b64zkazn9kml,"10/11/2022, 4:00:21 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,1.0,animals,GORILLA,True,1.0,arrowleft,animals,951.0,GORILLA,within,False,17.0,animals,"[2110, 2100]",bear,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,6345f5889cb434415f3c2168,2033,"['../stimuli/objectome/933.jpeg', '../stimuli/objectome/2107.jpeg', '../stimuli/objectome/934.jpeg']",,filler,87,244434,0.0-86.0-0.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:00:24 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,animals,bear,True,2.0,arrowright,animals,2107.0,bear,within,False,2.0,animals,"[933, 934]",GORILLA,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,6345f5899cb434415f3c2169,2287,"['../stimuli/objectome/2264.jpeg', '../stimuli/objectome/969.jpeg', '../stimuli/objectome/999.jpeg']",,filler,120,362932,0.0-117.0,60b086e07a56549b8b182f8a,633e47989d9c0ed6dfbfb57b,6345f36c759c3428cbeb2db2,,av7e29z4b64zkazn9kml,"10/11/2022, 4:00:25 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,1.0,animals,breed_pug,True,1.0,arrowleft,animals,2264.0,breed_pug,within,False,18.0,animals,"[969, 999]",LIONESS,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,6345f58b9cb434415f3c216a,1511,"['../stimuli/objectome/2417.jpeg', '../stimuli/objectome/1846.jpeg', '../stimuli/objectome/1872.jpeg']",,filler,122,365204,0.0-119.0,60b086e07a56549b8b182f8a,633e47989d9c0ed6dfbfb57b,6345f36c759c3428cbeb2db2,,av7e29z4b64zkazn9kml,"10/11/2022, 4:00:27 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,1.0,planes,f16,True,1.0,arrowleft,planes,2417.0,f16,within,False,19.0,planes,"[1846, 1872]",_19_flyingBoat,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,6345f58b9cb434415f3c216b,1994,"['../stimuli/objectome/190.jpeg', '../stimuli/objectome/191.jpeg', '../stimuli/objectome/221.jpeg']",,filler,89,247484,0.0-87.0-0.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:00:27 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,3.0,chairs,_031,True,3.0,arrowdown,chairs,221.0,_031,within,False,3.0,chairs,"[190, 191]",_011,V0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,6345f58d9cb434415f3c216c,2023,"['../stimuli/objectome/1841.jpeg', '../stimuli/objectome/2801.jpeg', '../stimuli/objectome/1859.jpeg']",,filler,124,367748,0.0-121.0,60b086e07a56549b8b182f8a,633e47989d9c0ed6dfbfb57b,6345f36c759c3428cbeb2db2,,av7e29z4b64zkazn9kml,"10/11/2022, 4:00:29 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,planes,junkers88,True,2.0,arrowright,planes,2801.0,junkers88,within,False,20.0,planes,"[1841, 1859]",_19_flyingBoat,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,6345f5939cb434415f3c216d,4575,"<p style='font-size: 150%'><b>You have finished Part 2!</b></p><p>Nice job! On this section, you averaged <b>100% accuracy</b>.</p><p>You're on track to earn a good bonus. Keep up the good work!</p><p>Click 'Next' to continue to Part 3.</p>",0,bonus_update,126,372868,0.0-123.0,60b086e07a56549b8b182f8a,633e47989d9c0ed6dfbfb57b,6345f36c759c3428cbeb2db2,filler,av7e29z4b64zkazn9kml,"10/11/2022, 4:00:35 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,6345f5939cb434415f3c216e,1719,"['../stimuli/objectome/1317.jpeg', '../stimuli/objectome/1311.jpeg', '../stimuli/objectome/1399.jpeg']",,filler,92,254860,0.0-89.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:00:35 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,3.0,chairs,_010,True,3.0,arrowdown,chairs,1399.0,_010,within,False,4.0,chairs,"[1317, 1311]",_004,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,6345f5979cb434415f3c216f,2561,"['../stimuli/objectome/2866.jpeg', '../stimuli/objectome/1625.jpeg', '../stimuli/objectome/2864.jpeg']",,filler,94,258743,0.0-91.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:00:38 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,planes,_05_future,True,2.0,arrowright,planes,1625.0,_05_future,within,False,5.0,planes,"[2866, 2864]",mig29,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,6345f59a9cb434415f3c2170,2378,"['../stimuli/objectome/2760.jpeg', '../stimuli/objectome/2139.jpeg', '../stimuli/objectome/2153.jpeg']",,filler,96,261955,0.0-93.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:00:42 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,1.0,animals,hedgehog,True,1.0,arrowleft,animals,2760.0,hedgehog,within,False,6.0,animals,"[2139, 2153]",blCow,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,6345f59c9cb434415f3c2171,1684,"['../stimuli/objectome/69.jpeg', '../stimuli/objectome/68.jpeg', '../stimuli/objectome/408.jpeg']",,filler,98,264607,0.0-95.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:00:44 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,3.0,animals,breed_pug,True,3.0,arrowdown,animals,408.0,breed_pug,within,False,7.0,animals,"[69, 68]",ELEPHANT_M,V0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,6345f5a09cb434415f3c2172,2115,"['../stimuli/objectome/2122.jpeg', '../stimuli/objectome/2762.jpeg', '../stimuli/objectome/2150.jpeg']",,filler,100,267926,0.0-97.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:00:48 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,animals,hedgehog,True,2.0,arrowright,animals,2762.0,hedgehog,within,False,8.0,animals,"[2122, 2150]",blCow,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,6345f5a39cb434415f3c2173,2061,"['../stimuli/objectome/1550.jpeg', '../stimuli/objectome/1357.jpeg', '../stimuli/objectome/1559.jpeg']",,filler,102,271264,0.0-99.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:00:51 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,chairs,_008,True,2.0,arrowright,chairs,1357.0,_008,within,False,9.0,chairs,"[1550, 1559]",_031,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,6345f5a69cb434415f3c2174,2164,"['../stimuli/objectome/964.jpeg', '../stimuli/objectome/905.jpeg', '../stimuli/objectome/889.jpeg']",,filler,104,274573,0.0-101.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:00:54 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,1.0,animals,LIONESS,True,1.0,arrowleft,animals,964.0,LIONESS,within,False,10.0,animals,"[905, 889]",ELEPHANT_M,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,6345f5aa9cb434415f3c2175,3093,"['../stimuli/objectome/2866.jpeg', '../stimuli/objectome/1625.jpeg', '../stimuli/objectome/2864.jpeg']",,filler,106,278569,0.0-103.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:00:58 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,planes,_05_future,True,2.0,arrowright,planes,1625.0,_05_future,within,False,11.0,planes,"[2866, 2864]",mig29,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,6345f5ae9cb434415f3c2176,2274,"['../stimuli/objectome/1302.jpeg', '../stimuli/objectome/1531.jpeg', '../stimuli/objectome/1280.jpeg']",,filler,108,281823,0.0-105.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:01:02 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,chairs,_031,True,2.0,arrowright,chairs,1531.0,_031,within,False,12.0,chairs,"[1302, 1280]",_004,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,6345f5b19cb434415f3c2177,2260,"['../stimuli/objectome/1429.jpeg', '../stimuli/objectome/1573.jpeg', '../stimuli/objectome/1409.jpeg']",,filler,110,285218,0.0-107.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:01:05 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,chairs,_033,True,2.0,arrowright,chairs,1573.0,_033,within,False,13.0,chairs,"[1429, 1409]",_011,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,6345f5b49cb434415f3c2178,2317,"['../stimuli/objectome/1863.jpeg', '../stimuli/objectome/1871.jpeg', '../stimuli/objectome/1600.jpeg']",,filler,112,288617,0.0-109.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:01:08 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,3.0,planes,_05_future,True,3.0,arrowdown,planes,1600.0,_05_future,within,False,14.0,planes,"[1863, 1871]",_19_flyingBoat,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,6345f5b79cb434415f3c2179,1797,"['../stimuli/objectome/1482.jpeg', '../stimuli/objectome/1511.jpeg', '../stimuli/objectome/2406.jpeg']",,filler,114,291614,0.0-111.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:01:11 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,3.0,planes,f16,True,3.0,arrowdown,planes,2406.0,f16,within,False,15.0,planes,"[1482, 1511]",_01_Airliner_2jetEngines,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,6345f5ba9cb434415f3c217a,1808,"['../stimuli/objectome/1531.jpeg', '../stimuli/objectome/1283.jpeg', '../stimuli/objectome/1286.jpeg']",,filler,116,294469,0.0-113.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:01:14 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,1.0,chairs,_031,True,1.0,arrowleft,chairs,1531.0,_031,within,False,16.0,chairs,"[1283, 1286]",_004,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,6345f5be9cb434415f3c217b,2527,"['../stimuli/objectome/914.jpeg', '../stimuli/objectome/930.jpeg', '../stimuli/objectome/899.jpeg']",,filler,118,297863,0.0-115.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:01:18 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,animals,GORILLA,True,2.0,arrowright,animals,930.0,GORILLA,within,False,17.0,animals,"[914, 899]",ELEPHANT_M,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,6345f5c29cb434415f3c217c,3381,"['../stimuli/objectome/2400.jpeg', '../stimuli/objectome/2856.jpeg', '../stimuli/objectome/2416.jpeg']",,filler,120,302116,0.0-117.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:01:22 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,1.0,planes,f16,False,2.0,arrowleft,planes,2856.0,mig29,within,False,18.0,planes,"[2400, 2416]",f16,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,6345f5c69cb434415f3c217d,3040,"['../stimuli/objectome/1607.jpeg', '../stimuli/objectome/1627.jpeg', '../stimuli/objectome/2849.jpeg']",,filler,122,305927,0.0-119.0,61010cf76dbeae43033e1729,633e47989d9c0ed6dfbfb57b,6345f4638ad0a8b2bda1aec9,,0mr3yahvscry2m1qthcd,"10/11/2022, 5:01:26 PM",Chrome,task_exp2,chris,pilot_prolific_exp2.2,2.0,planes,_05_future,False,3.0,arrowright,planes,2849.0,mig29,within,False,19.0,planes,"[1607, 1627]",_05_future,V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
